,BRANCH,LOCATION,geometry,LATITUDE,LONGITUDE,list of dict
67,Toman,"(41.842086096760674, -87.72463965526215)","POLYGON ((-87.72464 41.857615, -87.72664 41.856593, -87.73065 41.853086, -87.732528 41.852086, -87.73364 41.85006, -87.73464 41.850289, -87.736374 41.847821, -87.737563 41.847086, -87.73664 41.846141, -87.736542 41.844988, -87.73864 41.844867, -87.73932 41.845406, -87.740922 41.845368, -87.741732 41.845086, -87.742179 41.844086, -87.74064 41.842428, -87.739884 41.84333, -87.737203 41.843086, -87.738469 41.837257, -87.73764 41.836102, -87.73664 41.83544, -87.735426 41.8353, -87.73464 41.833839, -87.73264 41.83281, -87.731286 41.833732, -87.73064 41.835398, -87.730459 41.833086, -87.729222 41.832086, -87.729486 41.831086, -87.72764 41.829464, -87.725505 41.829221, -87.72564 41.828664, -87.727053 41.828086, -87.724216 41.826662, -87.723436 41.826882, -87.722088 41.828535, -87.722055 41.832086, -87.71764 41.832533, -87.71664 41.831964, -87.71364 41.835483, -87.71264 41.836137, -87.71164 41.835859, -87.70764 41.839292, -87.704878 41.843086, -87.70647 41.844086, -87.70764 41.845649, -87.71064 41.847346, -87.71464 41.850674, -87.716143 41.851086, -87.717002 41.854086, -87.72364 41.856754, -87.72464 41.857615))",41.842086096760674,-87.72463965526215,"[{17031814200: 0.3202199095902041, 17031301801: 0.8705736038873101, 17031830500: 0.27760811553254916, 17031301702: 1.0, 17031301803: 1.0, 17031301600: 0.9977639737663704, 17031840800: 0.5860983170127134, 17031301701: 1.0, 17031301802: 1.0, 17031843500: 6.266171229591737e-05, 17031300500: 1.0, 17031300600: 0.9750268299954932, 17031300800: 0.1338870161808467, 17031300700: 0.6107642246673951, 17031843400: 0.6963261323081962, 17031844700: 0.13613370329831212, 17031292500: 0.23196396752226636, 17031292400: 0.6496526945910185, 17031292200: 0.08802427887197833}]"
68,Uptown,"(41.95832305807637, -87.65424744448335)","POLYGON ((-87.655247 41.973619, -87.657247 41.972528, -87.660247 41.972811, -87.662247 41.971405, -87.662626 41.969701, -87.664732 41.969323, -87.664933 41.968323, -87.666088 41.967323, -87.666241 41.966323, -87.670924 41.961323, -87.668247 41.959089, -87.66655 41.958323, -87.668012 41.955088, -87.669247 41.955007, -87.669835 41.954323, -87.669098 41.953323, -87.663247 41.9492, -87.656329 41.945242, -87.654247 41.943385, -87.651247 41.945266, -87.649247 41.944308, -87.647342 41.945418, -87.645838 41.944913, -87.642696 41.948323, -87.642138 41.950214, -87.640434 41.951323, -87.6407 41.952323, -87.642383 41.953188, -87.642528 41.955043, -87.64337 41.955323, -87.643467 41.957104, -87.644313 41.957257, -87.644319 41.960395, -87.643135 41.960436, -87.642537 41.958034, -87.641894 41.95797, -87.640521 41.959323, -87.641364 41.96144, -87.640247 41.962075, -87.639247 41.961653, -87.638247 41.961829, -87.637366 41.963323, -87.638404 41.964167, -87.640391 41.964179, -87.641247 41.96501, -87.641718 41.964323, -87.642409 41.964162, -87.644396 41.967174, -87.647247 41.967787, -87.649247 41.969922, -87.653604 41.972966, -87.655247 41.973619))",41.95832305807637,-87.65424744448335,"[{17031062200: 0.07323039689886551, 17031061500: 0.003784276783318209, 17031832000: 0.8889570442586284, 17031061200: 0.6962672168392062, 17031061100: 1.0, 17031060300: 0.011620712069506687, 17031060400: 0.3819219381652284, 17031060500: 1.0, 17031062100: 0.1670943723157891, 17031062000: 0.0688597456119546, 17031061901: 0.023746666854491054, 17031061800: 0.9928320190348365, 17031061000: 1.0, 17031060900: 0.6899477488971695, 17031060800: 0.8995712091437011, 17031031400: 0.6076163608820742, 17031832100: 1.0, 17031060200: 0.0566958928311081, 17031060100: 0.7819580928657165, 17031032100: 1.0, 17031830700: 1.0, 17031031900: 0.3404461193692411, 17031031502: 1.0, 17031031700: 0.9144535421760553, 17031031800: 0.004194232142275295, 17031031501: 1.0, 17031031300: 0.22575613144838969, 17031031100: 0.16642727356888581, 17031031200: 0.5238301613718738}]"
69,Vodak-East Side,"(41.70283443594318, -87.61428978448026)","POLYGON ((-87.61429 41.718062, -87.61629 41.716747, -87.619211 41.713834, -87.62029 41.714362, -87.620711 41.713255, -87.621969 41.712834, -87.633332 41.703834, -87.632547 41.703577, -87.63229 41.702283, -87.630356 41.700834, -87.630899 41.699834, -87.630632 41.699492, -87.62829 41.697526, -87.61829 41.690302, -87.616988 41.690533, -87.61653 41.691074, -87.615163 41.690962, -87.61529 41.690356, -87.616244 41.689834, -87.616036 41.689089, -87.61329 41.687789, -87.61129 41.689074, -87.61029 41.690404, -87.60829 41.691037, -87.606649 41.692834, -87.60652 41.694064, -87.606001 41.694124, -87.60529 41.69344, -87.60429 41.694511, -87.60429 41.695249, -87.6055 41.695625, -87.605471 41.696834, -87.605151 41.696973, -87.60429 41.696029, -87.60395 41.698174, -87.604381 41.698926, -87.601498 41.699834, -87.601706 41.700418, -87.602666 41.700834, -87.601611 41.701156, -87.601387 41.701932, -87.600588 41.702132, -87.600426 41.70497, -87.59929 41.705136, -87.598591 41.705834, -87.599426 41.706834, -87.598758 41.707834, -87.600514 41.70861, -87.60129 41.709599, -87.602497 41.709834, -87.602566 41.710834, -87.60329 41.711518, -87.604413 41.711711, -87.60529 41.713129, -87.60729 41.713146, -87.608923 41.713834, -87.61129 41.716035, -87.6124 41.715725, -87.61429 41.718062))",41.70283443594318,-87.61428978448026,"[{17031491400: 0.3510346313203009, 17031500300: 0.06702945986183277, 17031490901: 0.9891074439793679, 17031500200: 0.3828630081359218, 17031490902: 1.0, 17031490800: 0.916204430196018, 17031500100: 0.07028921914471448, 17031490500: 0.16641716064435227, 17031491100: 0.0005475274153603, 17031491000: 0.5974648948442439, 17031490700: 0.18002662350639573}]"
70,Walker,"(41.69198346617567, -87.6739093032301)","POLYGON ((-87.673909 41.707068, -87.674909 41.707011, -87.678909 41.704787, -87.68035 41.703424, -87.681909 41.702846, -87.683981 41.701055, -87.685909 41.700057, -87.686252 41.699326, -87.690534 41.695983, -87.691697 41.692771, -87.693719 41.692794, -87.69542 41.691983, -87.693909 41.690716, -87.690739 41.691154, -87.689909 41.687469, -87.688687 41.687205, -87.688273 41.685983, -87.686909 41.685325, -87.686191 41.683983, -87.682669 41.681983, -87.682962 41.680983, -87.682433 41.679983, -87.678909 41.677819, -87.677909 41.678288, -87.676909 41.677433, -87.675909 41.678209, -87.674909 41.67757, -87.673909 41.678148, -87.672909 41.678091, -87.670909 41.680021, -87.667909 41.680925, -87.666259 41.681983, -87.665909 41.684152, -87.664758 41.684135, -87.662909 41.682577, -87.661909 41.683489, -87.657909 41.685338, -87.653231 41.688983, -87.653534 41.689983, -87.654992 41.690983, -87.654682 41.691983, -87.656211 41.693983, -87.658909 41.695396, -87.659218 41.697292, -87.657427 41.698983, -87.657909 41.700317, -87.658909 41.700382, -87.661909 41.702766, -87.662909 41.701971, -87.666909 41.704659, -87.667909 41.70421, -87.668909 41.70529, -87.669909 41.705303, -87.670909 41.706213, -87.671909 41.705299, -87.673909 41.707068))",41.69198346617567,-87.6739093032301,"[{17031823304: 0.09797550993722738, 17031750400: 0.6976329839468474, 17031750300: 0.8863891297364856, 17031720600: 0.8467274570685147, 17031720500: 0.09658573430883452, 17031720300: 0.007120195567987934, 17031750500: 0.8044330275824344, 17031750600: 0.3408711251762819, 17031750200: 1.0, 17031720700: 0.5450484072657699, 17031530300: 0.010881564753865019, 17031750100: 0.20596659941151588, 17031730700: 0.006778770762342417}]"
71,Water Works,"(41.897484072390675, -87.62337776811282)","POLYGON ((-87.625378 41.911647, -87.627435 41.911541, -87.631378 41.908295, -87.633378 41.907443, -87.634378 41.906169, -87.635741 41.905484, -87.640431 41.900484, -87.641289 41.898395, -87.643419 41.896484, -87.63984 41.893484, -87.633634 41.889228, -87.631572 41.887484, -87.631436 41.886426, -87.628378 41.884215, -87.627378 41.884209, -87.624378 41.88234, -87.615679 41.887786, -87.615378 41.888778, -87.615078 41.887484, -87.613378 41.887359, -87.612539 41.889645, -87.611378 41.889131, -87.610425 41.889532, -87.60797 41.892484, -87.609502 41.893484, -87.609295 41.894567, -87.610378 41.895732, -87.611518 41.895624, -87.612222 41.894329, -87.613453 41.894409, -87.613586 41.895276, -87.614464 41.895484, -87.614548 41.897314, -87.615429 41.897433, -87.615521 41.89834, -87.616423 41.898439, -87.616557 41.900305, -87.617435 41.900427, -87.617582 41.90128, -87.618476 41.901484, -87.618574 41.902287, -87.621378 41.902409, -87.621527 41.903335, -87.622429 41.903433, -87.622563 41.905299, -87.623486 41.905484, -87.623682 41.908179, -87.624544 41.908484, -87.624573 41.911288, -87.625378 41.911647))",41.897484072390675,-87.62337776811282,"[{17031839100: 0.06364603968506687, 17031320102: 0.7259749796031054, 17031081700: 0.9406046000078706, 17031081600: 1.0, 17031081500: 1.0, 17031081800: 0.5585809653989645, 17031081401: 1.0, 17031081900: 0.6016616185290361, 17031081300: 1.0, 17031081201: 1.0, 17031081000: 1.0, 17031081100: 1.0, 17031838300: 0.6264626037441551, 17031842200: 0.0006712090172785902, 17031081202: 1.0, 17031080202: 0.9981940226688883, 17031080300: 0.20653133318006195, 17031080100: 0.9838419589846235, 17031080201: 0.2844155519721237, 17031071500: 0.010735575693785719, 17031320101: 0.2351723625496274, 17031081403: 0.6771680265183476, 17031081402: 0.46688602377910954}]"
72,West Belmont,"(41.9366521886413, -87.78602401236114)","POLYGON ((-87.786024 41.952426, -87.788017 41.951645, -87.789039 41.949668, -87.787489 41.948652, -87.791024 41.948135, -87.792024 41.946879, -87.793655 41.946652, -87.79509 41.945719, -87.804024 41.938809, -87.805829 41.936652, -87.805024 41.935507, -87.797024 41.929049, -87.793024 41.926432, -87.792024 41.926986, -87.791024 41.925302, -87.785024 41.9212, -87.783024 41.922984, -87.779024 41.924587, -87.77929 41.925918, -87.778024 41.926291, -87.774024 41.929625, -87.773024 41.929894, -87.771432 41.931652, -87.76505 41.936652, -87.768027 41.939649, -87.77351 41.943167, -87.784024 41.950972, -87.785412 41.951264, -87.786024 41.952426))",41.9366521886413,-87.78602401236114,"[{17031831600: 0.1631347247501788, 17031191301: 0.0656983423656655, 17031190601: 0.8235121696441228, 17031190602: 0.0759231811045621, 17031190402: 0.823393476112348, 17031190300: 0.024022033699082596, 17031831500: 0.7089110215887627, 17031180100: 0.7890159002215186, 17031190401: 1.0, 17031151200: 0.46039110837140995, 17031171000: 0.6784140755854327, 17031171100: 0.9986111519350888, 17031170300: 0.16286768145144404, 17031170200: 0.4550454178460299}]"
73,West Chicago Avenue,"(41.8950961032908, -87.74806072822989)","POLYGON ((-87.745061 41.908579, -87.746061 41.909001, -87.747343 41.908378, -87.747669 41.908096, -87.746786 41.907371, -87.747061 41.906893, -87.748061 41.907576, -87.748848 41.906883, -87.750187 41.906969, -87.750229 41.908096, -87.751061 41.90841, -87.752061 41.90806, -87.754998 41.906096, -87.768392 41.895096, -87.767469 41.893688, -87.765061 41.892437, -87.762556 41.890096, -87.751061 41.882275, -87.750061 41.881951, -87.748061 41.88291, -87.745061 41.881112, -87.741118 41.884154, -87.736105 41.887096, -87.736055 41.888096, -87.737061 41.888595, -87.737183 41.889219, -87.735061 41.8896, -87.734061 41.889343, -87.732061 41.890414, -87.731061 41.891755, -87.728884 41.893096, -87.728854 41.894096, -87.727123 41.895096, -87.727637 41.896096, -87.729061 41.896642, -87.73612 41.902096, -87.738061 41.903021, -87.739239 41.902918, -87.739972 41.904185, -87.740574 41.904096, -87.740899 41.902934, -87.744318 41.902839, -87.743951 41.907205, -87.745061 41.908579))",41.8950961032908,-87.74806072822989,"[{17031251900: 0.050483757686836384, 17031251800: 0.6809234130852094, 17031260400: 0.257194570231095, 17031251400: 0.05389305700723205, 17031251500: 0.779792250792238, 17031251600: 1.0, 17031251700: 1.0, 17031842100: 0.6223365576653611, 17031251300: 0.06106494848617963, 17031251200: 0.8078863686347356, 17031251100: 1.0, 17031251000: 1.0, 17031250700: 0.08686324677603922, 17031250800: 0.6557460975326965, 17031230600: 0.030742122092681234, 17031831300: 0.34598286032542186}]"
74,West Englewood,"(41.77928203936906, -87.66843344429459)","POLYGON ((-87.668433 41.793654, -87.669433 41.794245, -87.676433 41.789421, -87.677433 41.786851, -87.67855 41.787399, -87.679285 41.786282, -87.677093 41.785623, -87.676433 41.784368, -87.675888 41.785282, -87.675313 41.785282, -87.675367 41.784215, -87.6764 41.784249, -87.676209 41.783507, -87.676897 41.782745, -87.677381 41.78023, -87.680513 41.780203, -87.680703 41.783282, -87.681433 41.784013, -87.682292 41.783282, -87.682333 41.782182, -87.682758 41.782282, -87.683028 41.783282, -87.683595 41.783444, -87.689041 41.779282, -87.68147 41.773245, -87.678433 41.771827, -87.676433 41.76946, -87.675433 41.769133, -87.670433 41.765393, -87.667793 41.764642, -87.663763 41.766612, -87.656997 41.772282, -87.658741 41.772975, -87.658737 41.776585, -87.65503 41.776686, -87.654433 41.774417, -87.647701 41.779282, -87.64813 41.780585, -87.653433 41.783937, -87.655433 41.785872, -87.661433 41.789573, -87.664433 41.791916, -87.665433 41.79171, -87.666433 41.792037, -87.668433 41.793654))",41.77928203936906,-87.66843344429459,"[{17031660800: 0.004515508540039246, 17031660700: 0.5581727791853757, 17031671400: 0.8785605660904376, 17031660600: 0.1571256379416267, 17031835000: 0.2402449786823869, 17031670500: 0.494689013561037, 17031835100: 0.0009479009940932949, 17031672000: 0.0012581888079999798, 17031671500: 0.6649432089274401, 17031671600: 0.6071867366817426, 17031834900: 0.2781480796043387, 17031671300: 1.0, 17031681000: 0.26673046246347765, 17031680600: 0.48659447289996527, 17031834800: 0.035035667795037605, 17031671200: 1.0, 17031671100: 1.0, 17031670600: 1.0, 17031670700: 1.0, 17031670800: 1.0, 17031670900: 0.9473717407580216, 17031670400: 0.8131786170125798, 17031670300: 0.81721545749101, 17031670200: 0.45749519241919917, 17031670100: 0.05768907214606474, 17031611700: 0.0014768690416505671, 17031611800: 0.0018898610281291805}]"
75,West Lawn,"(41.77875389246921, -87.72374295317714)","POLYGON ((-87.721743 41.793038, -87.722743 41.793585, -87.724743 41.792854, -87.725743 41.792999, -87.730743 41.789432, -87.731743 41.788134, -87.734369 41.786754, -87.737204 41.784214, -87.737262 41.782273, -87.738425 41.782072, -87.738743 41.782887, -87.739743 41.78249, -87.744157 41.778754, -87.742743 41.776893, -87.738743 41.774217, -87.737743 41.774705, -87.736743 41.772841, -87.734285 41.770754, -87.731743 41.769404, -87.727743 41.766367, -87.725743 41.76614, -87.725164 41.765332, -87.722743 41.763951, -87.721743 41.764172, -87.717767 41.767778, -87.715682 41.768754, -87.710743 41.773007, -87.706344 41.775754, -87.705898 41.776754, -87.702896 41.778754, -87.703648 41.779849, -87.70673 41.781754, -87.710176 41.784754, -87.712165 41.785754, -87.721743 41.793038))",41.77875389246921,-87.72374295317714,"[{17031640800: 0.46437235335795163, 17031660900: 0.00013267061790582602, 17031650500: 0.1374451275634215, 17031650400: 0.31885494667647407, 17031650301: 0.9749255145129061, 17031650302: 1.0, 17031660500: 0.5382280629903079, 17031650200: 0.9718839626888566, 17031650100: 1.0, 17031660400: 0.5531803189887181, 17031660600: 0.0007501812828437779, 17031660301: 0.0003423057658989487, 17031640700: 0.024199189867229094, 17031640100: 0.5002713196068439, 17031980100: 0.0061996632494508205, 17031620300: 0.4971185273226294, 17031620400: 0.5873463338921507, 17031630900: 0.0013682155258026825, 17031620200: 0.0011702756068885944, 17031620100: 0.002774498696151171}]"
76,West Loop,"(41.8837105009142, -87.6545650515331)","POLYGON ((-87.653565 41.897238, -87.656126 41.897271, -87.657506 41.896651, -87.65932 41.896465, -87.664565 41.89158, -87.667565 41.890666, -87.668565 41.889387, -87.673617 41.885711, -87.674028 41.88271, -87.673764 41.881711, -87.672259 41.88071, -87.672159 41.879117, -87.670984 41.877291, -87.669565 41.876857, -87.668565 41.877162, -87.666565 41.875844, -87.665565 41.876131, -87.664377 41.87571, -87.663846 41.87443, -87.656565 41.870395, -87.653715 41.87186, -87.651565 41.870754, -87.646565 41.873275, -87.645674 41.87471, -87.645724 41.875869, -87.644268 41.876008, -87.643565 41.875565, -87.640565 41.878004, -87.635876 41.88271, -87.635133 41.88471, -87.636565 41.886561, -87.637565 41.886453, -87.639042 41.887234, -87.639565 41.888544, -87.640469 41.888806, -87.642141 41.890135, -87.642565 41.891011, -87.644396 41.89188, -87.647565 41.894365, -87.648565 41.893883, -87.652126 41.894271, -87.652524 41.893711, -87.651271 41.892711, -87.654637 41.892639, -87.654565 41.893808, -87.652695 41.89384, -87.653565 41.897238))",41.8837105009142,-87.6545650515331,"[{17031841900: 0.10189868545586926, 17031281900: 0.8328748932847502, 17031283200: 0.10088612097495292, 17031833300: 0.5527962601016433, 17031832900: 0.6049777127054982, 17031839100: 0.08963503683182222, 17031280100: 0.9824199879945683, 17031081800: 0.000263340991939726, 17031838100: 0.40591106415051115, 17031833100: 1.0, 17031833000: 1.0, 17031280400: 0.5645743132187027, 17031243300: 0.41455990687289745, 17031243200: 0.0636521309939614, 17031243400: 0.9022030176579003, 17031243500: 0.7866671297289922, 17031842300: 0.11465071132147443}]"
77,West Pullman,"(41.67790647382097, -87.6431683153105)","POLYGON ((-87.642168 41.692638, -87.645168 41.690784, -87.645837 41.688575, -87.646423 41.688651, -87.646581 41.689906, -87.647625 41.69045, -87.648168 41.691738, -87.649168 41.689909, -87.654168 41.686199, -87.655514 41.684252, -87.662146 41.678884, -87.663924 41.677906, -87.663168 41.676464, -87.662168 41.676208, -87.661015 41.674906, -87.657168 41.672286, -87.655168 41.673224, -87.653782 41.672906, -87.654056 41.671906, -87.652437 41.670906, -87.651704 41.669906, -87.650168 41.669319, -87.647168 41.666862, -87.644229 41.665906, -87.644121 41.664953, -87.643168 41.664301, -87.641874 41.6642, -87.641168 41.662913, -87.640168 41.663738, -87.639168 41.66381, -87.636462 41.665201, -87.635168 41.664695, -87.634485 41.666223, -87.631168 41.668719, -87.630485 41.670224, -87.628103 41.672906, -87.622706 41.677906, -87.623872 41.679203, -87.632168 41.685471, -87.633168 41.685184, -87.633609 41.685466, -87.634168 41.686838, -87.635168 41.687609, -87.637776 41.689299, -87.639385 41.68969, -87.639913 41.690906, -87.642168 41.692638))",41.67790647382097,-87.6431683153105,"[{17031821402: 0.06683673133829206, 17031821200: 0.053220329695623146, 17031821401: 0.004452758173881591, 17031750500: 0.009776578705340681, 17031750600: 0.3908749352939288, 17031530503: 0.3183370154434746, 17031530400: 0.8342460338818737, 17031530501: 0.7948096091711687, 17031530300: 0.8706266211317475, 17031530200: 0.7743327546174814, 17031491200: 0.5239296555506874, 17031491300: 0.00163699691705792, 17031750100: 0.0001353338904427542, 17031491100: 0.0006730584676377137}]"
78,West Town,"(41.89594730478282, -87.66829305460979)","POLYGON ((-87.667293 41.910857, -87.668293 41.910768, -87.669293 41.910019, -87.670293 41.910019, -87.671293 41.909154, -87.674293 41.908433, -87.674446 41.906947, -87.683132 41.900786, -87.688877 41.895947, -87.688295 41.894946, -87.682293 41.890432, -87.679805 41.889435, -87.677293 41.886754, -87.676293 41.886565, -87.670293 41.8823, -87.668293 41.881745, -87.667293 41.881007, -87.666293 41.881055, -87.664293 41.882939, -87.66219 41.883947, -87.658529 41.888183, -87.65493 41.889947, -87.654126 41.890947, -87.65544 41.8928, -87.655383 41.894037, -87.65494 41.8933, -87.653138 41.893103, -87.652293 41.89227, -87.649293 41.892566, -87.648802 41.894947, -87.647659 41.895947, -87.647623 41.896947, -87.64924 41.898, -87.650293 41.897624, -87.650641 41.898947, -87.651847 41.899394, -87.652293 41.900066, -87.654881 41.900359, -87.656293 41.902478, -87.657412 41.902828, -87.657268 41.903947, -87.660293 41.905011, -87.661521 41.90672, -87.664048 41.907947, -87.667293 41.910857))",41.89594730478282,-87.66829305460979,"[{17031838100: 0.06635765522527748, 17031833100: 0.003181865900405202, 17031833000: 0.28814153604737924, 17031280400: 0.8245529270607129, 17031243100: 1.0, 17031243300: 1.0, 17031243200: 1.0, 17031243400: 1.0, 17031243500: 0.5605069123391653, 17031242200: 1.0, 17031837800: 0.025109335750976628, 17031242800: 0.04542453492922162, 17031242900: 0.5357430919244375, 17031243000: 0.9269816064395787, 17031242500: 0.06313918756702773, 17031242400: 0.5276196563361043, 17031242300: 0.9478461386241783, 17031241300: 0.00021315400729803616, 17031842200: 0.003949392883790581, 17031242100: 1.0, 17031242000: 1.0, 17031842300: 0.39375812886052103, 17031241400: 0.5374315257995322, 17031241600: 0.863086651328947, 17031241500: 0.6748165157873721, 17031240200: 0.006419536546387955}]"
79,"Whitney M. Young, Jr.","(41.7510184591363, -87.61495065361933)","POLYGON ((-87.614951 41.766671, -87.616575 41.766018, -87.618951 41.763538, -87.621951 41.761672, -87.622951 41.760515, -87.624951 41.759507, -87.625951 41.758251, -87.629908 41.755975, -87.631122 41.754018, -87.63325 41.753018, -87.63148 41.752489, -87.631556 41.751623, -87.633805 41.751873, -87.635503 41.751018, -87.634368 41.749601, -87.63292 41.749018, -87.625951 41.743324, -87.624951 41.743503, -87.624096 41.741873, -87.620951 41.740167, -87.619971 41.738998, -87.616693 41.737018, -87.614951 41.735398, -87.613951 41.735668, -87.610951 41.737893, -87.608718 41.740018, -87.60814 41.741207, -87.606951 41.74109, -87.606617 41.741685, -87.603951 41.743245, -87.602433 41.745018, -87.600951 41.745726, -87.598038 41.748106, -87.597009 41.750077, -87.595891 41.749959, -87.594475 41.751018, -87.595951 41.752305, -87.596675 41.751743, -87.597121 41.751848, -87.59696 41.753018, -87.598951 41.754901, -87.599763 41.753831, -87.601072 41.753897, -87.601856 41.757018, -87.614951 41.766671))",41.7510184591363,-87.61495065361933,"[{17031440700: 0.02826420162848117, 17031440202: 0.7005995606137517, 17031440102: 0.09393054357216897, 17031440600: 0.015198605311854766, 17031842400: 0.21948090974620388, 17031440300: 0.8307657997180764, 17031691200: 0.4075137705196175, 17031691300: 1.0, 17031834300: 0.018376765081821993, 17031440201: 1.0, 17031440101: 0.9170411998648231, 17031691400: 1.0, 17031691500: 0.5256184150314763, 17031690900: 0.6439048110604927, 17031691100: 0.012026619404292973, 17031691000: 0.6294908741061637, 17031690400: 0.011564218392181386, 17031841800: 0.0041815106598333575, 17031690500: 0.025453626642164117}]"
80,Woodson Regional Library,"(41.720694885749005, -87.64304817213312)","POLYGON ((-87.643048 41.73608, -87.644048 41.736171, -87.645718 41.734695, -87.646471 41.731695, -87.645881 41.730862, -87.645968 41.729615, -87.648048 41.730087, -87.652048 41.7294, -87.653653 41.7273, -87.655287 41.726933, -87.657048 41.725897, -87.659048 41.723971, -87.662423 41.721695, -87.66248 41.720695, -87.659967 41.719695, -87.658122 41.715621, -87.654048 41.711511, -87.652048 41.711199, -87.649048 41.709676, -87.643048 41.705432, -87.642048 41.705605, -87.634048 41.711503, -87.633488 41.715135, -87.62918 41.715695, -87.626354 41.717695, -87.626594 41.718695, -87.624048 41.720488, -87.623815 41.721462, -87.623164 41.721695, -87.629048 41.727116, -87.630048 41.727605, -87.631048 41.727077, -87.632154 41.727801, -87.633048 41.72723, -87.634756 41.729987, -87.643048 41.73608))",41.720694885749005,-87.64304817213312,"[{17031490500: 0.0004301774341055276, 17031491100: 0.015800624764382345, 17031730700: 0.0175712927509263, 17031730600: 0.5340760316225656, 17031730500: 0.8599742617642621, 17031490600: 0.6094819654045865, 17031730100: 0.9978020771332231, 17031730202: 0.8234968554259291, 17031834000: 0.3965336140599331, 17031490200: 0.0015049604169896627, 17031730400: 0.8494786430227974, 17031730201: 0.3216584350527586, 17031711400: 0.20608375374023113, 17031711500: 0.5505991676262915, 17031711000: 0.0005810941977611305, 17031710900: 0.00017856522628495602}]"
81,Wrightwood-Ashburn,"(41.73795704970435, -87.70221598421591)","POLYGON ((-87.701216 41.753141, -87.702624 41.753365, -87.707358 41.749957, -87.70645 41.747957, -87.708009 41.74575, -87.709813 41.744554, -87.710127 41.743868, -87.711216 41.744173, -87.713216 41.743609, -87.714216 41.744097, -87.717216 41.742403, -87.718047 41.740957, -87.71568 41.737957, -87.719153 41.734957, -87.716216 41.733284, -87.715279 41.73402, -87.711981 41.734192, -87.711579 41.732594, -87.70879 41.729957, -87.709352 41.727957, -87.708216 41.726894, -87.707757 41.727498, -87.706787 41.727386, -87.702216 41.722475, -87.700525 41.723267, -87.69471 41.727957, -87.694709 41.72845, -87.694216 41.728206, -87.693565 41.729306, -87.692216 41.729466, -87.689616 41.731957, -87.68942 41.733161, -87.688922 41.733251, -87.688216 41.732413, -87.686518 41.734259, -87.685196 41.734957, -87.685227 41.735957, -87.687367 41.736806, -87.687578 41.737595, -87.687759 41.739957, -87.686765 41.740957, -87.68674 41.742433, -87.692216 41.746822, -87.693284 41.746889, -87.697146 41.750027, -87.699435 41.750738, -87.699565 41.751306, -87.698872 41.751957, -87.701216 41.753141))",41.73795704970435,-87.70221598421591,"[{17031700402: 0.7763284726838805, 17031700401: 0.4177275349257643, 17031821600: 0.9341558072547256, 17031700502: 0.5610978272009182, 17031700501: 0.44380280735160493, 17031700100: 0.08224755338663307}]"
